NOMBRE,CATEGORIA,CLASE DE ACTIVIDAD
CARRETA DE TACOS DE CARNE ASADA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS DE CARNE ASADA SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS EL MALDITO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS EL PEPE LOLO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS FINES DE SEMANA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS MONSERRAT,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DE TACOS SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
CARRETA DEL PELON,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
LA ESQUINA DEL TACO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
LA FLAMITA TAQUERIA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
LA GRANJA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
BODEGA DE LA TAQUERIA LOS 3 YUCAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
BODEGA DE LA TORTERIA YAFER,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
EL JACAL TACOS SELECTOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
EL LUNCH,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
EL MEZON DEL TACON,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
EL MITOTITO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS LOS TRES COTORROS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS MAYEYA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS RIVERA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE ALIMENTOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS CHEPA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS DE BIRRIA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS DE BIRRIA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS DE BISTECK,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS EL CHAMUCO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS ENVENENADOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS LA CHURU,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TACOS LOS TRES COTORROS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TRIPITAS DE RES SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA TACOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
COMIDA CORRIDA LA SIUREÑA GRILL,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
TACOS ARABE JAIR ALA,MEXICANA,Servicios de preparación de alimentos en unidades móviles
TACOS EL CHIHUAHUA,MEXICANA,Servicios de preparación de alimentos en unidades móviles
THE ROLING TRUCK,MEXICANA,Servicios de preparación de alimentos en unidades móviles
TAQUERIA LA CHINA,MEXICANA,Servicios de preparación de alimentos en unidades móviles
TACOS CAPEADOS AIDE,MEXICANA,Servicios de preparación de alimentos en unidades móviles
TACOS DE CAMARON Y PESCADO AL CHILE,MEXICANA,Servicios de preparación de alimentos en unidades móviles
TACOS TATEMADOS DON RUBEN NATURALES,MEXICANA,Servicios de preparación de alimentos en unidades móviles
LOS TACOS TACOS,MEXICANA,Servicios de preparación de otros alimentos para consumo inmediato
A CA ROJITAS LONCHERIA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
ACA LAS TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
ACA LAS TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
ACA LAS TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
ACA LAS TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
ACA LAS TORTAS GIGANTES,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
ACA LOS TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADA Y CARNITAS ROBERTS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS & BEER,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS AND BEER,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS BEER,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS BENY,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS CARLOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS CHAPLIN S,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS CHARLI,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS CHATO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS CHUCKY S,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS DEL BOSQUE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS DON CHIVIS,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
AHOGADAS EL BRISEÑO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS EL GUERO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS EL PRIMO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS EL RANCHERO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS ELIAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS FELIPE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS FELIPE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS GUERO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS HEROES,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS HIPPO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS JULIOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS JULIOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS LA ESQUINA,MEXICANA,Restaurantes con servicio de preparación de antojitos
AHOGADAS LA JALSQUILLA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS LA MEXICANA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS LA PICOSITA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS LAS DEL REGISTRO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS LAS PICOZAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS LOS RUVALCABA TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS MARIOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS MARTINEZ,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS MIGUE,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS MISTERCHUCKYS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS PABLO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS PEPE EL TORO,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS PIPPES,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS RAYMON S,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS RUVALCABA,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS SAN AGUS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS SERCHS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS SHAPLIN,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS WICHOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS Y CARNITAS KOY,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS Y CARNITAS MEMOS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS Y TACOS AMI,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS Y TACOS P P S,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADAS Y TACOS VENEGAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AHOGADOS LOS 5,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
AKA LAS TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
ALIMENTOS LONCHERIA LA GUADALUPANA,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
AMAPOLA LONCHERIA,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
AUXILIAR DE LONCHERIA EL PRIMO,MEXICANA,Restaurantes con servicio de preparación de pescados y mariscos
LOS MANOLOS TORTAS,MEXICANA,Restaurantes con servicio de preparación de tacos y tortas
VENTA DE TORTAS,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LICUADOS TORTAS POSTRES,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LONCHERIA ESCUELA PRIMARIA PRESIDENTE ADOLFO LOPEZ MATEOS,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LONCHERIA FLOR,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LONCHERIA JUGOS Y LICUADOS CAME,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LONCHERÍA LA MILANEZA,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LONCHERIA NAM NAM,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LONCHERIA NAYTI,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
LONCHERIA PATI,MEXICANA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares"
TORTAS AHOGADAS Y ANTOJITOS EL CHAVO,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
TORTERIA EL PASO,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LAS DE GUANATOS,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LAS DE GUANATOS LA LUNA,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LONCEHRIA EL AGUACATE,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LONCHERIA  LA PENINSULA MAYA,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LONCHERÍA AKUMALITO,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LONCHERIA ALEXANDRA,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LONCHERIA EL ARTE DEL BUEN COMER,MEXICANA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida
LOCNHERIA SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHARIA LOS CAREYSITOS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA 25 HORAS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ALEXANDER,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ALONDRA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANGEL,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANGÉLICA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANGELITA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANGELITO,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANITA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANITA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANTOJITOS LA CAPRICHOSA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA ANTOJITOS MEXICANOS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA AQUI ME QUEDO,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA BENITA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA BETY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA BOXCOO XIANA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA BUGS BUNNY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CALDO DE PAVO ANTOJITOS Y TORTAS SIN NOMBRE,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CALI,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CARIBELOS TACOS SHOP,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CARLITOS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CARMITA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CARMITA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CHELLY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CHIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CHILABURRITOS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CHIVIS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CHIVIS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA COLON,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CON LLUVIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA COSTA MAYA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA CRISTY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DANY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DARIS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DE CALIN,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DE DON LUIS,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DE DURANGO A SU MESA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DE LA FUENTE,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERÍA DEL CARIBE,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DÑA MARY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DON HOMUN,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DON JUANITO,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA CANDY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA CHARY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA CONCHI,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA DAMI,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA ELVIRA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA INES,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA LILIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA MAGO,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DONA MARI,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA MATHY,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA MERCI,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA NICO,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA OLI,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA SILVIA,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA DOÑA VICKI,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA EL ALMENDRO,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA EL AMIGO JORGE,MEXICANA,Restaurantes con servicio de preparación de antojitos
LONCHERIA EL AMIGO JOSE,MEXICANA,Restaurantes con servicio de preparación de antojitos
